#OTUID	taxonomy	USEARCH	SINTAX	UTAX
OTU1	GSL|100.0|MK402142|SH1883563.08FU;k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes,o:Umbelopsidales,f:Umbelopsidaceae,g:Umbelopsis,s:Umbelopsis dimorpha	k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes,o:Umbelopsidales,f:Umbelopsidaceae,g:Umbelopsis	k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes,o:Umbelopsidales,f:Umbelopsidaceae,g:Umbelopsis,s:Umbelopsis dimorpha	No hit
OTU2872	GS|98.6|KJ869118|SH1144678.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,g:Anungitea,s:Anungitea eucalyptorum	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,g:Anungitea,s:Anungitea eucalyptorum	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,g:Anungitea	No hit
OTU2873	SS|0.9400|MH857772|SH1538673.08FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales,f:Onygenaceae,g:Auxarthron,s:Auxarthron conjugatum	k:Fungi,p:Ascomycota	No hit
OTU2874	GSL|100.0|KX010428|SH1648511.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	No hit
OTU2875	SS|1.0000|UDB0336216|SH2726969.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes	No hit
OTU2877	SS|0.8500|GQ981527|SH1235265.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita arenaria	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita arenaria	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita arenaria	No hit
OTU2878	SS|0.9500|UDB0268253|SH2610406.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Hygrophoraceae,g:Gliophorus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	No hit
OTU2879	GS|97.1|UDB0323276|SH2727420.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales	No hit	No hit
OTU2880	SS|1.0000|KR016185|SH1142289.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Corticiales	k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Corticiales	No hit
OTU2881	SS|0.9800|UDB0767737|SH1178127.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales	No hit
OTU2882	GS|70.4|KF297121|SH1157014.08FU;k:Fungi	k:Fungi	No hit	No hit
OTU2883	SS|1.0000|UDB040718|SH2716670.08FU;k:Fungi	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales,f:Arachnomycetaceae,g:Arachnomyces	k:Fungi	No hit
OTU2884	SS|0.9200|KF297205|SH1229622.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Pithomyces,s:Pithomyces valparadisiacus	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Morosphaeriaceae,g:Clypeoloculus	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Pithomyces,s:Pithomyces valparadisiacus	No hit
OTU2885	SS|1.0000|KF718256|SH1550128.08FU;k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales	k:Fungi	No hit
OTU2886	GS|100.0|LT608052|SH1171284.08FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU2887	SS|0.8500|KP715600|SH1563179.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae,g:Ceratobasidium	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae,g:Ceratobasidium	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae,g:Ceratobasidium	No hit
OTU2888	GS|99.7|UDB0650929|SH1623518.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Phoma	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Phoma	k:Fungi	No hit
OTU2889	GS|90.7|KY984300|SH1591180.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Corynesporascaceae,g:Corynespora,s:Corynespora smithii	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Corynesporascaceae,g:Corynespora,s:Corynespora smithii	No hit	No hit
OTU2890	SS|1.0000|AB986459|SH1515459.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	No hit
OTU2891	SS|0.9900|UDB0117015|SH2726677.08FU;k:Metazoa,p:Arthropoda	k:Metazoa,p:Arthropoda	k:Metazoa,p:Arthropoda	No hit
OTU2893	SS|0.9900|KJ701307|SH1615432.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina	No hit
OTU2894	SS|0.9600|KJ701307|SH1615432.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina	No hit
OTU2895	SS|0.8700|UDB0726763|SH3315095.08FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales	No hit
OTU2896	GS|97.2|KP814182|SH1544423.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Trechisporales,f:Hydnodontaceae,g:Trechispora,s:Trechispora invisitata	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Trechisporales,f:Hydnodontaceae,g:Trechispora,s:Trechispora invisitata	k:Fungi	No hit
OTU2897	GS|99.4|LT608052|SH1171284.08FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU2898	SS|0.8800|KT751077|SH1160295.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	No hit
OTU2899	SS|0.9800|JX178491|SH1558619.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae,g:Russula	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae,g:Russula,s:Russula tawai	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae,g:Russula	No hit
OTU2900	GS|81.7|UDB062375|SH2602761.08FU;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	No hit	No hit
OTU2902	SS|0.9900|KY777366|SH1520326.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Tricholoma	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Tricholoma,s:Tricholoma fulvum	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Tricholoma	No hit
OTU2903	SS|1.0000|JQ927447|SH1574644.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Verrucariales,f:Verrucariaceae,g:Endocarpon,s:Endocarpon pusillum	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Verrucariales,f:Verrucariaceae,g:Endocarpon,s:Endocarpon pusillum	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Verrucariales,f:Verrucariaceae,g:Endocarpon,s:Endocarpon pusillum	No hit
OTU2904	SS|0.9200|JX545187|SH1179807.08FU;k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes	k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes	k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes	No hit
OTU2905	SS|0.9800|KC965250|SH1173908.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Hygrophoraceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	No hit
OTU2906	SS|1.0000|UDB0779199|SH1509562.08FU;k:Fungi	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi	No hit
OTU2907	SS|0.9600|UDB0363349|SH2723456.08FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales	k:Fungi,p:Ascomycota	No hit
OTU2908	SS|0.9300|JX987757|SH1188967.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	No hit
OTU2909	GS|88.9|MT812263|SH1186753.08FU;k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces	k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces	No hit	No hit
OTU2910	SS|1.0000|MF976615|SH1156348.08FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU2911	SS|0.9900|UDB0596550|SH2617145.08FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Ostropales,f:Stictidaceae,g:Stictis	k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Ostropales,f:Stictidaceae,g:Stictis	k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Ostropales,f:Stictidaceae,g:Stictis	No hit
OTU2912	GS|97.8|UDB0780264|SH2716279.08FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae	No hit
OTU2913	GS|100.0|UDB0299647|SH1557025.08FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	No hit
OTU2914	GS|98.4|UDB0308882|SH2730385.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	No hit
OTU2915	GS|98.0|JF432968|SH1522841.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Clonostachys	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Clonostachys	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae	No hit
OTU2916	GS|77.7|UDB0674257|SH3324234.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi,p:Basidiomycota,c:Agaricomycetes	No hit	No hit
OTU2917	SS|0.8100|UDB0780089|SH1234476.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Coniochaetales	k:Fungi,p:Ascomycota,c:Sordariomycetes	No hit
OTU2918	GS|81.7|UDB0406896|SH3340792.08FU;k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	No hit	No hit
OTU2919	GS|97.7|FJ553207|SH1648376.08FU;k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae	k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae	k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae	No hit
OTU2920	SS|0.9700|GQ999446|SH1169676.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Trechisporales,f:Hydnodontaceae,g:Trechispora	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Trechisporales,f:Hydnodontaceae,g:Trechispora	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Trechisporales,f:Hydnodontaceae,g:Trechispora	No hit
OTU2921	GSL|100.0|MK958551|SH1513366.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	No hit
OTU2922	GS|99.7|KP636820|SH1569544.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe,s:Inocybe serrata	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe,s:Inocybe serrata	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe,s:Inocybe serrata	No hit
OTU2923	SS|0.8400|UDB0586465|SH1505630.08FU;k:Fungi,p:Ascomycota	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe	k:Fungi,p:Ascomycota	No hit
OTU2924	SS|0.9900|KJ701307|SH1615432.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina	No hit
OTU2925	SS|1.0000|KP754091|SH1178501.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,g:Xenasmatella	k:Fungi,p:Basidiomycota,c:Agaricomycetes,g:Xenasmatella	k:Fungi,p:Basidiomycota,c:Agaricomycetes,g:Xenasmatella	No hit
OTU2926	SS|1.0000|JQ318649|SH1528472.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae	No hit
OTU2927	GS|100.0|MN792992|SH1506195.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Tremellaceae,g:Tremella	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Tremellaceae,g:Tremella	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Tremellaceae,g:Tremella	No hit
OTU2928	GS|80.2|JQ346866|SH1566377.08FU;k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces	k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces	No hit	No hit
OTU2929	SS|0.9600|UDB066723|SH2603100.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	No hit
OTU2930	GS|75.1|KF296953|SH1240209.08FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales	No hit	No hit
OTU2931	SS|0.9300|KC965551|SH1155366.08FU;k:Fungi,p:Basidiomycota	k:Fungi,p:Basidiomycota	k:Fungi,p:Basidiomycota	No hit
OTU2932	GS|89.0|KT222944|SH1175886.08FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,g:Candida	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,g:Candida	No hit	No hit
OTU2933	SS|1.0000|KP191808|SH2589368.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Boletaceae,g:Tylopilus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Boletaceae,g:Tylopilus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Boletaceae,g:Tylopilus	No hit
OTU2934	GS|99.1|KC520544|SH1504215.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae,g:Cortinarius,s:Cortinarius peraurantiacus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae,g:Cortinarius,s:Cortinarius peraurantiacus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae,g:Cortinarius,s:Cortinarius peraurantiacus	No hit
OTU2935	SS|1.0000|KC222856|SH1211203.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae,g:Russula	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae,g:Russula	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae,g:Russula	No hit
OTU2936	SS|1.0000|UDB018060|SH1611510.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae,g:Clavulinopsis,s:Clavulinopsis luteoalba	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae	No hit
OTU2937	GS|98.8|KU058512|SH1153751.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Tricholoma	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Tricholoma	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Tricholoma	No hit
OTU2938	SS|1.0000|KY350215|SH1521677.08FU;k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Lepiota	k:Fungi	No hit
OTU2939	GS|97.4|KT728240|SH1564438.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Leohumicola	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Leohumicola	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	No hit
OTU2940	GS|100.0|MH861681|SH1514003.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales,f:Sympoventuriaceae,g:Troposporella,s:Troposporella olivacea	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales,f:Sympoventuriaceae,g:Troposporella,s:Troposporella olivacea	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales,f:Sympoventuriaceae,g:Troposporella,s:Troposporella olivacea	No hit
OTU2941	GS|80.8|MT730990|SH3595369.08FU;k:Fungi,p:Chytridiomycota,c:Rhizophydiomycetes,o:Rhizophydiales,f:Terramycetaceae,g:Boothiomyces,s:Boothiomyces macroporosum	k:Fungi,p:Chytridiomycota,c:Rhizophydiomycetes,o:Rhizophydiales,f:Terramycetaceae,g:Boothiomyces,s:Boothiomyces macroporosum	No hit	No hit
OTU2942	GS|98.3|LC189042|SH2590412.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	No hit
OTU2943	GS|99.1|MW215423|SH2726622.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	No hit
OTU2944	SS|1.0000|JF960816|SH1558620.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae,g:Russula	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae,g:Russula	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae,g:Russula	No hit
OTU2945	GS|99.7|MW216115|SH3332738.08FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU2946	SS|0.8500|KP889543|SH1235831.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	No hit
OTU2947	GS|99.7|MN450639|SH1551246.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	No hit
OTU2948	SS|0.9200|KC222806|SH1523699.08FU;k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces	k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces	k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces	No hit
OTU2949	SS|0.9100|UDB0172518|SH2730021.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes	k:Fungi,p:Ascomycota,c:Eurotiomycetes	k:Fungi,p:Ascomycota,c:Eurotiomycetes	No hit
OTU2950	GS|99.0|UDB0507436|SH2727133.08FU;k:Ichthyosporia,c:Ichthyosporea	k:Ichthyosporia,c:Ichthyosporea	No hit	No hit
OTU2951	SS|1.0000|KC222842|SH1566387.08FU;k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces	k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces	k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces	No hit
OTU2952	SS|0.9800|JX545187|SH1179807.08FU;k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes	k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes	k:Fungi,p:Mucoromycota,c:Umbelopsidomycetes	No hit
OTU2953	GS|84.0|KC965743|SH1649424.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes	No hit	No hit
OTU2954	SS|0.8600|KX885948|SH1560226.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Auriculariales	k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Auriculariales	No hit
OTU2955	GS|71.8|KP889687|SH1242386.08FU;k:Fungi,p:Chytridiomycota	k:Fungi,p:Chytridiomycota	No hit	No hit
OTU2956	GS|96.6|KT728254|SH3332759.08FU;k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	No hit	No hit
OTU2957	GS|97.7|UDB0621598|SH2746446.08FU;k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	No hit
OTU2958	SS|1.0000|MT825211|SH2699353.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Callistosporiaceae,g:Callistosporium	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	No hit
OTU2959	GS|98.3|KT289566|SH1646525.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Xylariaceae,g:Xylaria	k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Xylariaceae,g:Xylaria	No hit
OTU2960	GS|100.0|KT898589|SH1529984.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium griseofulvum	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium griseofulvum	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium	No hit
OTU2961	SS|0.9600|JQ927447|SH1574644.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Verrucariales,f:Verrucariaceae,g:Endocarpon,s:Endocarpon pusillum	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Verrucariales,f:Verrucariaceae,g:Endocarpon,s:Endocarpon pusillum	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Verrucariales,f:Verrucariaceae,g:Endocarpon,s:Endocarpon pusillum	No hit
OTU2962	GS|99.1|HQ608016|SH1642177.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	No hit
OTU2963	SS|0.8000|HQ446000|SH1186359.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi,p:Ascomycota,c:Eurotiomycetes	No hit
